model,sku,slug,color,image_url,release_date,release_date_year,discount_tag,box_condition,goat_url,model_sub_line,model_line,brand,description,story,prelude,ftb,gs,ps
Kobe 8 NSW Lifestyle LE 'Mexican Blanket',582552 800,kobe-8-nsw-lifestyle-le-mexican-blanket-582552-800,Yellow,https://image.goat.com/750/attachments/product_template_pictures/images/080/459/424/original/25930_00.png.png,2013-06-01,2013,,good_condition,https://www.goat.com/sneakers/kobe-8-nsw-lifestyle-le-mexican-blanket-582552-800,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 NSW Lifestyle LE 'Mexican Blanket' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Nike Sportswear released this Kobe 8 NSW Lifestyle LE 'Mexican Blanket’ in June 2013. Rendered with a vibrant multicolor canvas upper inspired by Mexican beach blankets, the low-top was Kobe’s first lifestyle sneaker. It also includes with a matching pattern on the insole, a brown leather heel panel and a white rubber cupsole underfoot.",N,N,N,N
Zoom Kobe 7 System 'Black History Month',530961 001,zoom-kobe-7-system-bhm-black-history-month-2012-530961-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/078/084/831/original/25318_00.png.png,2012-02-11,2012,,good_condition,https://www.goat.com/sneakers/zoom-kobe-7-system-bhm-black-history-month-2012-530961-001,Nike - Zoom Kobe 7,Nike - Zoom Kobe 7,Nike,Shop the Zoom Kobe 7 System 'Black History Month' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"This iteration of the Zoom Kobe 7 System readies the basketball sneaker for Black History Month, featuring traditional African artwork throughout the Kobe Skin technology on the upper. The print also appears on the sock-liner and translucent outsole, while BHM logos emerge on the tongue logo and lace dubraes.",N,N,N,N
Zoom Kobe 6 'Blue Camo',429659 401,zoom-kobe-6-429659-401,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/055/469/402/original/24911_00.png.png,2011-07-01,2011,,good_condition,https://www.goat.com/sneakers/zoom-kobe-6-429659-401,Nike - Zoom Kobe 6,Nike - Zoom Kobe 6,Nike,Shop the Zoom Kobe 6 'Blue Camo' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The Zoom Kobe 6 anchors itself in the silhouette’s long-standing tradition of innovative, performance-forward sneakers. It boasts a rubber-effect Photo Blue camo upper with a padded tongue and collar for comfort, large white Swoosh, synthetic Volt heel counter for support, and Zoom technology for responsive cushioning.",N,N,N,N
Kobe 9 Elite Premium 'What The Kobe',678301 904,kobe-9-elite-premium-what-the-kobe-678301-904,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/044/832/654/original/12985_00.png.png,2015-01-11,2015,,good_condition,https://www.goat.com/sneakers/kobe-9-elite-premium-what-the-kobe-678301-904,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 Elite Premium 'What The Kobe' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Released in January 2015, the limited edition Nike Kobe 9 Elite “What The” incorporates previous Kobe 9 colorways into its multicolor Flyknit upper. The shoe also features reflective tonal graphics, a speckled grey midsole, and a print mélange on the inner collar.",N,N,N,N
Zoom Kobe 4 'Del Sol',344335 011,zoom-kobe-4-344335-011,Black,https://image.goat.com/750/attachments/product_template_pictures/images/080/337/825/original/24034_00.png.png,2009-02-09,2009,,good_condition,https://www.goat.com/sneakers/zoom-kobe-4-344335-011,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Del Sol' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 5 'Bruce Lee',386429 701,zoom-kobe-5-bruce-lee-386429-701,Yellow,https://image.goat.com/750/attachments/product_template_pictures/images/079/968/214/original/24055_00.png.png,2010-02-06,2010,,good_condition,https://www.goat.com/sneakers/zoom-kobe-5-bruce-lee-386429-701,Nike - Zoom Kobe 5,Nike - Zoom Kobe 5,Nike,Shop the Zoom Kobe 5 'Bruce Lee' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Stepping off the hardwood, the Nike Zoom Kobe 5 ‘Bruce Lee’ pays homage to the iconic action film star. The shoe’s distinctive design pays homage to two films from Lee’s 70s filmography. The yellow colorway is directly inspired by the one-piece jumpsuit that Lee wore in Game of Death, while the red scratch marks on the lateral side give the nod to the final fight scene from Enter the Dragon.",N,N,N,N
Kobe A.D. Exodus 'Sail Multicolor',AV3555 100,kobe-a-d-ep-av3555-100,Grey,https://image.goat.com/750/attachments/product_template_pictures/images/041/243/727/original/441837_00.png.png,2018-08-24,2018,,good_condition,https://www.goat.com/sneakers/kobe-a-d-ep-av3555-100,Nike - Kobe A.D. Exodus,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Exodus 'Sail Multicolor' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Nike adds to the Kobe Bryant legacy by giving his signature A.D. a mid-cut construction. The shoe features a sock-like application that wraps the entire foot, while the asymmetrical lacing system is designed to relieve forefoot irritation. The primarily mesh upper promotes airflow while Zoom Air offers lightweight cushioning.",N,N,N,N
Kobe 11 EP 'Fundamentals',836184 100,kobe-11-ep-fundamentals-836184-100,White,https://image.goat.com/750/attachments/product_template_pictures/images/031/954/313/original/836184_100.png.png,2016-09-24,2016,,good_condition,https://www.goat.com/sneakers/kobe-11-ep-fundamentals-836184-100,Nike - Kobe 11,Nike - Kobe 11,Nike,Shop the Kobe 11 EP 'Fundamentals' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 7 GS 'Galaxy',505399 002,kobe-7-gs-galaxy-505399-002,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/036/153/original/505399_002.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-7-gs-galaxy-505399-002,Nike - Zoom Kobe 7,Nike - Zoom Kobe 7,Nike,Shop the Kobe 7 GS 'Galaxy' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 10 GS 'Vino',726067 333,kobe-10-gs-vino-726067-333,Green,https://image.goat.com/750/attachments/product_template_pictures/images/000/586/177/original/726067_333.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-10-gs-vino-726067-333,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 GS 'Vino' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Wmns Kobe 8 iD,586181 XXX,wmns-kobe-8-system-id-586181-xxx,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/093/026/370/original/586181_XXX.png.png,2012-12-20,2012,,,https://www.goat.com/sneakers/wmns-kobe-8-system-id-586181-xxx,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Wmns Kobe 8 iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe 9 EM GS Deep 'Garnet',653593 601,kobe-9-em-deep-garnet-gs-653593-601,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/000/226/713/original/653593_601.png,2014-04-25,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-em-deep-garnet-gs-653593-601,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM GS Deep 'Garnet' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Made for big kids, the Nike Kobe 9 EM GS ‘Deep Garnet’ draws inspiration from Kobe Bryant’s alma mater, Lower Merion High School, located in the suburbs just outside Philadelphia. The school’s signature burgundy hue is applied to the engineered mesh upper, while ‘1996’ is inscribed in gold on the tongue tag — the year Kobe led the Aces to a state championship. Vibrant pops of Hyper Crimson stand out on the sneaker’s Flywire cables and rubber outsole.",N,N,Y,N
Kobe A.D. Mid 'Team Orange',942521 803,kobe-a-d-mid-team-orange-942521-803,Orange,https://image.goat.com/750/attachments/product_template_pictures/images/038/258/615/original/942521_803.png.png,,,,no_original_box,https://www.goat.com/sneakers/kobe-a-d-mid-team-orange-942521-803,Nike - Kobe A.D. Mid,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Mid 'Team Orange' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. Mid BM 'City Edition',AQ5164 001,kobe-a-d-mid-bm-city-edition-aq5164-001,Black,https://image.goat.com/750/attachments/product_template_pictures/images/078/135/681/original/286420_00.png.png,2017-12-26,2017,,good_condition,https://www.goat.com/sneakers/kobe-a-d-mid-bm-city-edition-aq5164-001,Nike - Kobe A.D. Mid,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Mid BM 'City Edition' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Designed with L.A. basketball fans in mind, this Kobe AD ‘Black Mamba’ joined Nike’s ‘City Edition’ pack in late 2017. The Lakers-inspired silhouette features familiar University Gold and black colors along with the words “BLACK” and “MAMBA” on the left and right tongues written in an unmistakable Lakers font. Continuing the team tribute, embroidered drop-shadow Swooshes and a matching outsole are both presented in University Gold.",N,N,N,N
Kobe 8 'Pit Viper',555035 502,kobe-8-system-pit-viper-555035-502,Purple,https://image.goat.com/750/attachments/product_template_pictures/images/055/268/234/original/26055_00.png.png,2013-10-05,2013,,good_condition,https://www.goat.com/sneakers/kobe-8-system-pit-viper-555035-502,Nike - Kobe 8,Nike - Kobe 8,Nike,Shop the Kobe 8 'Pit Viper' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The 2013 Kobe 8 ‘Pit Viper’ features a Raspberry Red Engineered Mesh upper that’s been given a snakeskin-style appearance. Contrasting Green Glow emerges on the Swoosh, heel and lining, with System Purple on the laces, heel counter and supportive fused layer at the toe. Underfoot, the low-top sneaker comes equipped with a Lunarlon midsole.",N,N,N,N
Kobe 10 Elite High 'American',718763 614,kobe-x-elite-high-american-718763-614,Red,https://image.goat.com/750/attachments/product_template_pictures/images/065/993/450/original/34186_00.png.png,2015-11-24,2015,,good_condition,https://www.goat.com/sneakers/kobe-x-elite-high-american-718763-614,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 Elite High 'American' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The ‘American’ offering of the Kobe 10 Elite features a USA color palette throughout the makeup of the performance basketball shoe. Red and navy accents are woven into the form-fitting design of the Flyknit upper, while the tongue logo is reworked into a stamp seal logo with a patriotic theme. The Flywire cables on the eyestay create a locked-down fit, while the hybrid cushioning system is formed with Lunarlon and Zoom Air technologies.",N,N,N,N
Kobe 10 iD,777411 XXX,kobe-10-id-777411-xxx,Multi-Color,https://image.goat.com/750/attachments/product_template_pictures/images/034/845/458/original/777411_XXX.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-10-id-777411-xxx,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 iD and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Zoom Kobe 1 'Sharpshooter',313143 012,zoom-kobe-1-orca-313143-012,Black,https://image.goat.com/750/attachments/product_template_pictures/images/002/013/177/original/313143_012.png,2006-01-01,2006,,no_original_box,https://www.goat.com/sneakers/zoom-kobe-1-orca-313143-012,Nike - Zoom Kobe 1,Nike - Zoom Kobe 1,Nike,Shop the Zoom Kobe 1 'Sharpshooter' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Originally released in 2005, the Ken Link-designed Nike Zoom Kobe 1 was Kobe Bryant’s first signature shoe with Nike. This 2006 Nike Zoom Kobe 1 ‘Orca’ edition gets its nickname from its resemblance to the black and white coloring of the killer whale. It boasts a black full-grain leather upper with white accents, a breathable collar and a carbon fiber heel counter for stability. It also features Zoom Air units in the forefoot and heel and a solid rubber outsole with a herringbone traction pattern.",N,N,N,Y
Zoom Kobe 4 'Lakers Away',344335 073,zoom-kobe-4-344335-073,Black,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/095/original/344335_073.png.png,2009-11-10,2009,,badly_damaged,https://www.goat.com/sneakers/zoom-kobe-4-344335-073,Nike - Zoom Kobe 4,Nike - Zoom Kobe 4,Nike,Shop the Zoom Kobe 4 'Lakers Away' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"Designed by Eric Avar, the revolutionary low-top cut of the Kobe 4 was inspired by Kobe Bryant’s experience playing basketball in soccer shoes when he was a kid in Italy. The shoe is supported by Flywire technology on the upper and Zoom Air underfoot. This Zoom Kobe 4 ‘Lakers Away’ released in September 2009 with a unique gradient fade on the upper, going from black at the top to Concord at the heel. It also boasts metallic gold accents and Bryant’s signature on the heel support wing.",N,N,N,N
Kobe A.D. Mid 'Passion',922482 600,kobe-a-d-passion-922482-600,Red,https://image.goat.com/750/attachments/product_template_pictures/images/006/093/606/original/922482_600.png.png,2017-08-24,2017,,good_condition,https://www.goat.com/sneakers/kobe-a-d-passion-922482-600,Nike - Kobe A.D. Mid,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Mid 'Passion' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,"The ‘Passion’ Kobe AD Mid is one of five different tonal offerings in the 2017 ‘Mamba Mentality’ Pack that pays tribute to Kobe Bryant’s time playing for the L.A. Lakers. While other colors in the series stand for traits like calmness and positivity, the red rendition represents passion for the game. Unique to the red variation, a signature print on the heel, toe, and collar completes the limited edition look.",N,N,N,N
Kobe 10 GS 'Emerald City',726067 402,kobe-10-gs-emerald-city-726067-402,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/039/128/574/original/726067_402.png.png,2015-10-03,2015,,no_original_box,https://www.goat.com/sneakers/kobe-10-gs-emerald-city-726067-402,Nike - Kobe 10,Nike - Kobe 10,Nike,Shop the Kobe 10 GS 'Emerald City' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,Y,N
Kobe 9 EM Premium 'Game Royal Silver',652908 404,kobe-9-em-prm-652908-404,Blue,https://image.goat.com/750/attachments/product_template_pictures/images/000/083/009/original/652908_404.png.png,2014-09-05,2014,,good_condition,https://www.goat.com/sneakers/kobe-9-em-prm-652908-404,Nike - Kobe 9 EM,Nike - Kobe 9,Nike,Shop the Kobe 9 EM Premium 'Game Royal Silver' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
Kobe A.D. Exodus TB 'Team Red',AT3874 601,kobe-a-d-tb-team-red-at3874-601,Red,https://image.goat.com/750/attachments/product_template_pictures/images/080/885/076/original/525161_00.png.png,,,,good_condition,https://www.goat.com/sneakers/kobe-a-d-tb-team-red-at3874-601,Nike - Kobe A.D. Exodus,Nike - Kobe A.D.,Nike,Shop the Kobe A.D. Exodus TB 'Team Red' and other curated styles from Nike on GOAT. Buyer protection guaranteed on all purchases.,,N,N,N,N
